# xc7z030sbg485-1; native synth_xilinx -abc9; ps excluding launch FF clock-to-Q
# op width cases cell_ps routed_ps; held-out widths excluded
sel_d5 1 4 106 1138
sel_d5 64 4 106 2643
sel_d5 1024 4 250 4132
sel_d5 1 8 486 1807
sel_d5 64 8 299 3352
sel_d5 1024 8 344 4026
sel_d5 1 16 610 2810
sel_d5 64 16 629 3929
sel_d5 1024 16 767 4342
sel_d5 1 31 424 3283
sel_d5 64 31 1287 6316
sel_d5 1024 31 1591 8196
sel_d6 1 1 106 1151
sel_d6 64 1 53 2098
sel_d6 1024 1 158 3943
sel_d6 1 2 106 1046
sel_d6 64 2 53 2246
sel_d6 1024 2 53 3329
sel_d6 1 4 106 1177
sel_d6 64 4 211 2543
sel_d6 1024 4 53 3594
sel_d6 1 8 358 2070
sel_d6 64 8 212 3079
sel_d6 1024 8 487 4263
sel_d6 1 16 265 2405
sel_d6 64 16 561 4149
sel_d6 1024 16 532 4827
sel_d6 1 32 795 4701
sel_d6 64 32 1230 6314
sel_d6 1024 32 1236 8811
sel_d64 1 1 212 1916
sel_d64 64 1 312 2655
sel_d64 1024 1 314 3445
sel_d64 1 2 446 2079
sel_d64 64 2 342 2634
sel_d64 1024 2 437 3784
sel_d64 1 4 212 2049
sel_d64 64 4 318 3243
sel_d64 1024 4 318 4354
sel_d64 1 8 632 3270
sel_d64 64 8 318 4157
sel_d64 1024 8 371 4493
sel_d64 1 16 968 4159
sel_d64 64 16 477 4434
sel_d64 1024 16 1073 5533
sel_d64 1 32 1153 4321
sel_d64 64 32 2221 7914
sel_d64 1024 32 1561 10053
sel_d8 1 1 106 1158
sel_d8 64 1 53 2321
sel_d8 1024 1 53 3674
sel_d8 1 2 159 1649
sel_d8 64 2 106 1717
sel_d8 1024 2 158 3977
sel_d8 1 4 210 1257
sel_d8 64 4 212 2477
sel_d8 1024 4 159 3346
sel_d8 1 8 212 2026
sel_d8 64 8 106 3203
sel_d8 1024 8 337 3667
sel_d8 1 16 265 2443
sel_d8 64 16 770 3797
sel_d8 1024 16 660 4738
